NUMLINK,ResourceID,Description,Description_Type
710225,710225,"A prospectus for the Trecastle Gas Company Ltd was advertised in 1870, suggesting the date the company was formed. The Trecastle gasworks were advertised as for sale by Auction in the South Wales Daily News on the 16th June 1874, in working order and with a 99-year lease, with ground rent of £1 per annum.  In 1884 the annual gas production was 250,000 cu.ft. from sixty tons of coal. Mr J. Watkin was the Engineer, Manager and Secretary. The 1898 Gas World Year Book has no reference to the gasworks.  A gasometer was marked on the 1883, next to the mill indicating the location of the gasworks. The 1905 Ordnance Survey map (1/2,500, Second Edition) shows the site of the gasworks as vacant.  The gasworks were visible on the 1885 to 1886 OS maps.",English Description
710226,710226,"Treorchy (sometimes referred to as Treoky) was supplied by the Ystrad Gas and Water Company, whose gasworks were three miles further down the valley. Rhondda UDC took over the Ystrad Gas & Water Company on 31/3/1898. A gasholders station erected by the Rhondda UDC Gas Department (not on 1900 OS map), present on 1914 OS map, marked as a gasworks. An article in the Rhondda Leader from the 16th February 1907, included the following gas site as under the ownership of the Rhondda UDC: Ystrad Gasworks, Porth Gasworks (old and new), Tonypandy Gasholder Station and the Treorchy Gas Holder Station.  The gasholder was visible on the 1915 to 1972 OS maps.",English Description
710227,710227,"The New gasworks in Usk was reported in the Monmouthshire Merlin on the 24th of October 1851 “THE NEW GAS WORKS. —The utmost anxiety prevails for the completion of these works, in order to have the new light ready for the winter months. This is very gratifying to the inhabitants, who will now be able to rank themselves among the people of the nineteenth century, in respect to gas.” In 1851	gas plant was supplied to the Usk Gas Company by the Neath Abbey Ironworks; drawings are held by West Glamorgan Archive Service (Ref GB 216 DD NAI/2/48/hub). Mr John Cherry was the manager of the gasworks in 1852 and there were 23 gas lamps erected in the town at the request of the council.  In 1872 it was reported that new purifiers and additional retorts had been installed to meet the increase consumption. In 1883 the company had a capital of £2,798. Jas. Parker was the Chairman. John Tempest Cherry was the Manager and Jas. Keats, the Secretary. Around 1895 Mr F.A. Hill became the manager of the gasworks. In 1898 Mr F.A. Hill was the engineer/manager and Mr H. A. Addis, the Secretary, the annual gas production was 4m cu.ft. from 560 tons of coal. In December 1910, bad weather flooded the gasworks which required the furnaces to be pumped dry of water. In 1936 Discussions with Pontypool about the sale of the undertaking and in 1937 the Usk Gas Company was acquired by the Pontypool Gas & Water Co. In 1938 a 6"" high pressure gas main was laid from Pontypool gasworks to the Usk gasworks and production at Usk ceased. Coke oven gas was supplied from Blaenavon. By 1949 the site was being used as a gasholder station and became part of the Wales Gas Board.  The gasworks were visible on the 1881 to 1977 OS maps.",English Description
710228,710228,"A meeting on the 8th October 1830 of the Churchwardens decided to adopt the Lighting & Watching Act. They appointed 10 Inspectors, any three of whom were to investigate the cost of gas lighting and find a site for a gas works. A quarter-acre site on the eastern side of the canal was purchased from Lord Viscount Clive in 1831. The Welshpool Gas Company was formed in 1832, possibly under the name of the 'Welch-Pool Gas Co.' Supply was began or was proposed to start on 5th November 1832. In 1865, a freehold of 0.91a was sold by Rt.Hon. James to the Welshpool Gas Company for £150. In 1881 Earl of Powis was the Chairman. John Eunson, Wolverhampton was Engineer and D. Pryce Owen, the Secretary. By 1915 there was a rail siding into the gasworks and Powis Castle was also being supplied. In 1949 the Annual gas production was 33m cu.ft.. In 1952 the “Gas World Year Book”, showed that Welshpool gasworks was manufacturing 38m cu.ft. of gas using horizontal plant. T.T. Radford was the engineer and manager. When the gasworks closed in the 1950s, there was still an 1832 plaque on the chimney reading ""Ex Fumo Dare Lucem"".  The gasworks were visible on the 1884 to 1988 OS maps.",English Description
710229,710229,"An article from The Carmarthen Weekly Reporter on the 15th July 1904 stated” It is reported that the new gas works, will be started in the course of the month, and that everything will be completed by the end of September. A site ha,8 been secured at Velfrey road the buildings, erection of the plant, the laying of the mains, etc., will be carried on simultaneously. The permission of the Whitland and Narberth District. Councils, the Pembrokeshire and the Carmarthenshire County Councils, and that of the G.W.R. Co. has to be obtained before proceeding with the works.” The gasworks were operated by the Whitland & District Water & Gas Co. this company was liquidated in 1912, assumed it was taken over by the Whitland UDC. The gasworks in Whitland were not marked on the 1907 OS map or before. They were first marked on the 1953 OS map, showing the ownership as the Whitland UDC.  Vested in the Wales Gas Board from the Whitland Gas and Electricity Works. In 1972 a gasholder station with two gasholders was still marked on the OS map.  In 1950 Whitland was a small Carmarthenshire market town with an old gas making plant consisting of two settings of stop-ended horizontal retorts, hand charged and discharged making about 6 m cu.ft. pa. Prior to nationalisation it had been privately owned for many years, by a family called Young and the latest in the line, Robin Young, had been appointed as the Manager of the undertaking, which also generated the electricity for the town.  Whitland was converted from coal gas to Butane/Air with a calorific value of 720 btu/cu ft.  liquid butane was to be delivered by road from Llandarcy, near Swansea.  The installation of the butane /air plants and storage equipment together with the building construction, was completed in January 1952. The plant operated until 1960 when the town was connected to the Wales gas grid and converted by to coal gas. A few years later it was converted to natural gas.  The gasworks were visible on the 1948 to 1992 OS maps, but there was a gap in mapping between 1908 and 1948.",English Description
710230,710230,"In 1827 a gasworks had been built and gas supply commenced, but this was from an older site, known as the Green. This company was established by Keay, Edwards and Company. Formation of a new company, the Wrexham Gas Company in 1840. They bought out the old work initially and then built a new works on a new site on Willows Road. A new gasworks was built at Rivulet Road, which was close to the original gasworks on the Green c1870 which corresponded to a Special Act of 1870. Further Special Act were undertaken in 1886 and 1905. First gas production at the new Rivulet Road gasworks occurred on the 31st March 1871. The old gasworks at the Willows was then abandoned and the site sold.  In 1881 William Overton, Chairman. Thomas Walker, Manager and Secretary. The Rivulet Road gasworks were extended again following an assessment of the gasworks written by the famous gas engineer Thomas Newbiggin and reprinted in Jones and Reeves. Newbiggin’s recommendations were carried out and this included a new gasholder built by the Horsley Bridge Co. and overseen by William Newbiggin. The gasworks were again extended in 1897 and continued to 1910, including new gasholder, new purifiers and a sulphate of ammonium plant, new retort house with machine charged retorts and a whole new gas purifying plant. In 1914 the annual gas production was 150m cu.ft., by far the largest in North Wales. A new water gas plant and boilers were added in 1921, by 1938 the annual gas production was 223m cu.ft., new CWG plant were installed in 1942 and 1948 to meet increased demand. Gas production had grown to 413m cu.ft., by 1949. In 1952 the “Gas World Year Book”, showed that Wrexham gasworks was manufacturing 453 m cu.ft. of gas using horizontal plant. J.F. Lloyd was the engineer and manager. Land was purchased for a new gasworks outside Wrexham at Maelor in 1952 and by 1954 the only production plant on the Rivulet Road site was CWG plant providing gas at times of peak demand. The main gas load was being provided from the new Maelor gasworks.  The gasworks were visible on the 1872 to 1992 OS maps. Records relating to the Wrexham Gas company are held at the Denbighshire Archives Reference GB 209 DD/DM/151",English Description
710231,710231,"On the 20th October 1952, an underlease of 29.7a of land at Wrexham Trading Estate acquired from Wales & Mon. Industrial Estates Ltd. In 1953 a gasworks was substantially complete by the summer. Initial capacity 4m/day. It included Intermittent Vertical Chamber Oven plant built by Messrs W. J. Jenkins and Co. of Retford Nottingham. The plant has 25 chambers, each with a capacity of 3.65 tons. The works also had A Carburetted Water Gas House, design to house to plans transferred from the Rivulet Road gasworks. It also had two steam driven Rootes type compressors and two steam driven Rootes type exhausters. There were two vertical water-cooled condensers, detarrer, static ammonia washer, naphthalene washer and five reinforced concrete ground level purifiers and a 500,000 cu.ft. spiral guided above ground gasholder. It was equipped with its own two 250-kilowatt alternator set to generate power from steam driven condensing engines. In 1957 a five-mile pipeline from Bersham Colliery was completed, the following year it was delivering 3m cf3/week of a methane/air mixture having a CV of 670 BthU/ cu.ft.. A 3m cu.ft. per day Carburetted Water Gas Plant was installed by Power Gas Corporation in 1961, this was a flexible plant which could make town gas from oil, light distillate fraction (a refinery by-product) or mines gas or without additional feedstock. On the 2nd February 1962, a 20a freehold acquired from Board of Trade ""Railway sidings and marshalling yards of Wrexham Industrial Estate"" including the Estates Management Corporation's leasehold interest. A water gas plant was converted to a cyclic catalytic light distillate reforming plant c1965. On the 28th March 1966 an agreement with British Railways Board for the construction and use of sidings, £10 per annum (for feedstock deliveries to reformer plant?). By 1965 the capacity of the Maelor works had risen from 2.25m cu.ft. per day to 9.25m cu.ft. per day. Maelor became the supply point for natural gas to feed into North Wales Gas Grid when it arrived in 1969. The gasworks were visible on the 1949 to 1992 OS maps.",English Description
710232,710232,"An advert in the Journal of Gas Lighting (29th/3/1870) from the Ystalyfera Gas Company Ltd. requesting the erection of the addition of another 5 retorts and accompanying pipework, suggesting the gasworks was already in existence. Mr R. C. Fisher was the secretary and the contact. This coincides with the first appearance of the gasworks on the 1877.  The South Wales Daily News on the 11th June 1891, reported that a gasworks was being promoted by W.C. Holmes & Co. of Huddersfield, who went on to supply and erect a gasworks in the town. In 1905 the owner and Manager of the gasworks was Dr. J. Newton. The Ystalyfera Gas Order was obtained in 1905, this transferred the company to a new owner, the “Power Company”, who had also purchased the Pontardawe Gas Company. The company invested in both the works and increased gas production and supply significantly. The gasworks and pipe network of the old  Ystalyfera Gas was described as inefficient. The Swansea Valley Gas Bill of 1907 included for the company of the 1905 Order to be transferred to the new Company. The Swansea Valley Gas Act was passed in 1908, but was opposed by the Swansea Gas Light Company and Swansea Rural Council. One of the objections was the name, so the company and act were then known as the Tawe Valley Gas Company and Act (1908). The bill included that both the Ystalyfera Gas Company and the Pontardawe Gas Company in the new Power company which had purchased them in 1905. There was a further Tawe Valley Gas Order in 1926.  In 1923 Arthur G. Lofthouse, was Engineer, Manager & Secretary of the Tawe Valley Gas Co. Ltd. The undertaking was vested in the Wales Gas Board in 1949. The gasworks were marked on the 1877 to 1980 OS maps.",English Description
710233,710233,"Gasometer marked on the 1879 OS map and 1901 OS map, adjacent to the tin plate works. These gasworks Likely to be a private gasworks supplying the tin plate works, although it could have been supplied from the local public gasworks.   George Bower recorded in his book of 1866 that he built a gasworks for David Whitehouse Esq., who owned an Iron and Tin Plate Works in Abercarn.  The gas would have been used to light the works with gas.",English Description
710234,710234,"George Bower recorded in his book of 1866, that he built a gasworks for J. Rees Esq., who owned Lettyshinkin, colliery. The gasworks and gasometers are not visible on OS maps.  The gas would have been used to light the colliery with gas.",English Description
710235,710235,"George Bower recorded in his book of 1866, that he had built a gasworks for Williams & Co., Tin works in Aberdulais, the gasometer is shown on the 1880 OS map.  The gas would have been used to light the works with gas.",English Description
710236,710236,"George Bower recorded in his book of 1866, that he had built a gasworks for the Abersychan Iron Company. The Iron Works in Abersychan at this time were known as the British Iron Works. The operated from 1827 to 1883. Most of the buildings were demolished shortly after closure. No gasworks or gasometers are marked on maps associated with the site.  The gas would have been used to light the works with gas.",English Description
710237,710237,"The Burry Port Copper works was opened in 1849, it was built for George Elkington and Josiah Mason. A gasworks was built between 1859 and 1868, by George Bower for the Burry Port Smelting Co., Copper Works. Gasometer was marked to the north of the works on the 1880 OS map only.  The gas would have been used to light the works with gas.",English Description
710238,710238,"The Pen-y-bont Brick and Tile works were owned by J. C. Edwards of Acrefair near Wrexham and were established in 1865. There was a gasometer marked on the OS maps between 1898 and 1976, indicating a private gasworks to the works. It is not known when the gasworks ceased operation.  The gas would have been used to light the works with gas.",English Description
710239,710239,"c1810 Samuel Baldwyn Rogers lit his Chepstow bookshop by gas from a small private plant.  Samuel Baldwyn Rogers was born in Ludlow and had a varied life. He worked in a number of ironworks in South Wales, including Pontymister Ironworks from 1818-1920, where he developed the water-cooled iron-bottomed puddling furnace. c1820 He also produced “An Elementary Treatise on Iron Metallurgy”.  He worked at Nant y glo Ironworks from 1835-1858 and was involved int the setting up of the Chepstow Gas Company. It is not known if his bookshop gasworks was a demonstration or a semi-permanent installation.",English Description
710240,710240,"The Dafen Iron and Tinplate Works was built in 1846-7, the first tin plate works in the area. Gasometer marked on the 1878 and 1889 OS maps indicating a gasworks to the Dafen Works. The gasworks was likely built in the 1850’s to light the factory when it was greatly expanded. The factory was remodelled again in 1898, which is when the gasworks was probably removed.",English Description
710241,710241,"The South Wales works were established as a Tin Plate works in 1872. A gasometer marked on the 1878 and 1889 OS maps, adjacent to the South Wales Works. Indicating a private gasworks, used to light the works with gas.",English Description
710242,710242,"George Bower reported in his book of 1866, that he constructed a gasworks for R. Neville, Iron Works, Wern, Llanelly. No gasworks in marked on the OS maps covering the iron works. The gasworks would have been used to light the works with gas.",English Description
710243,710243,The current Llanelay Hall was first built for the Bassett Family in 1821. The house survives today as a hotel known as Lanelay Hall. The gasworks were situated south of the country house. In an area called Talbot green now located west of Llantrisant. The gas would have been used to light the house and associated buildings.,English Description
710244,710244,"Middle duffryn Colliery was sunk by Thomas Powell, a Newport timber merchant in the 1840’s.  Neath Abbey Iron Works included the Middle Duffryn Colliery, as a client for whom a gas plant was built (West Glamorgan Archives Ref:  GB 216 DD NAI/2/2/hub. No gasworks or gasometer were marked on any OS maps at the site.",English Description
710245,710245,"Samuel and James Knight were cotton entrepreneurs and speculators from Manchester. They purchased the large Cotton Mill in Mold from Sir Thomas Mostyn.  The mill is reported to have been lit with gas as early as 1812, which would suggest an early installation by Boulton and Watt or Samuel Clegg.  The mills were destroyed by fire in 1866 and, since trade was depressed, they were not rebuilt. A factory had been built on the site by 1872 and the Alyn Tinplate works by 1899.",English Description
710246,710246,"George Bower reported in his book dated 1866, that he had built a gasworks for Leach, Flower & Co., Tin plate works in Lllanelli. Leach, Flower & Co. operated the Melyn Tin Plate Works in Neath. A Gasworks and Gasometer were marked on the 1878 OS Town Plan for Neath, suggesting the gasworks was built at this site. The gasworks would have lit the works.",English Description
710247,710247,"The Vale of Neath Brewery Company had its own gasworks used to light the brewery. The Neath Abbey Iron Works provided a gasholder to the Brewery in 1846 when it was founded by David Evans in 1846 (West Glamorgan Archive Service ref: GB 216 DD NAI/2/35/hub) George Bower was recorded as building a gasworks for the Evan Evans Brewery at Neath Post-1859 but pre-1868.  The Brewery was acquired by Evan Evans in 1850. This was also the Vale of Neath Brewery. A gasometer was marked on 1876 and 1899 OS maps at the Brewery, likely the later Bower gasworks. The Brewery closed in 1972.",English Description
710248,710248,"The railways operated gasworks, for two purposes, the first was to light stations, junctions, sidings, signals and workshops. The second was to make oil gas which could be compressed and used to light carriages. A gasworks associated with the railway adjacent a siding from the Mendalgief junction. They were marked on the 1900 and 1902 OS Maps, the gasholder gone by the 1920 OS map.",English Description
710249,710249,"This hospital was built between 1844-8 for Welsh speaking people suffering from mental illnesses, it was built in the Jacobean style with a central clock-tower, designed by Thomas Fulljames of Gloucester. It was extended in the 1860’s and in the 20th century. It was common for such large hospitals to be lit by gas to ensure the safety of the staff and patients. Their often-remote location required the construction of a private gasworks. The gasworks was marked on the 1875-1900 OS maps, north of the Asylum. Buildings still visible till 1970 OS maps.",English Description
710250,710250,"J.C. Hill and William Batt founded the Oakfield Wire Works in 1857, George Bower was reported to have constructed a gasworks for Hill & Batt in his book of 1866. A gasometer was marked on the 1881 and 1882 OS maps indicating a private gasworks supplying the wire works with gas lighting. The gasometer was shown in 1901 as a reservoir.",English Description
710251,710251,"Octavious Williams built the Hendy Iron and Tinplate Works for Messrs. Boughton & Smith of Birmingham in 1866. A gasometer was marked on the 1879 OS map, which would have indicated a private gasworks, which would have lit the Hendy Works.",English Description
710252,710252,"In 1872, Octavious Williams built a small tin plate works in Tynybone called the 'Glamorgan Works' for Webb Shakespeare & Williams. Two mills were added in 1893. A gasometer was marked on the 1879 OS map indicating a private gasworks to light the Glamorgan Works.",English Description
710253,710253,"George Bower, Gas engineer of St. Neots claimed to have built a gasworks for R.B.Roden Esq. of Ponty moil, Pontypool. This would appear to be Robert Brown Roden, whose family had connections with the iron industry.",English Description
710254,710254,"Henry Bath established the Swansea Iron Shipbuilding Company in the 1840’s. The company produced many ships involved in the copper trade between wales and South America. Neath Abbey Iron Works are recorded as providing casting for a gas plant indicating Swansea Iron Shipbuilding Company (West Glamorgan Archive Service ref: GB 216 DD NAI/2/43/hub), suggesting it had a gasworks which would have been used to light the works. This company was located around Bath Street in Swansea. No gasworks are evident on any OS map, however, such plant may have been small and located within a building.",English Description
710255,710255,"William Matthew and Thomas Cross were brewers and maltsters in Risca, where they owned a Brewery. George Bower recorded in his book of 1866, that he built a gasworks for Cross & Matthews Brewery in Risca, Newport, between 1859 and 1868. No gasometer or gasworks are marked on OS maps, although a circular feature, is visible which may indicate the site of a former gasholder.",English Description
710256,710256,"Gasometer marked on the 1883 OS map, indicating a private gasworks to the Ty-Du Tin Works.",English Description
710257,710257,"Treborth stands almost on the south bank of the Menai Strait, midway between the Britannia Bridge and the Menai (suspension) Bridge. The house was built for Richard Davies, who built a timber importing and shipping business and later served as MP and Lord Lieutenant of Anglesey. The house was built in the 1870’s when the private gasworks would have been built at Treborth Farm, a short distance to the east. The private gas works would have lit the Hall with gas light. A single gasholder is shown on the OS of 1888 and 1913, marked as gasometer and visible until the 1959 OS map.",English Description
710258,710258,"These candle works were associated with the Dee Oil works to the West of the Site. These works used the waxes from the oil works to produce candles. Gasometers were marked on the (1872), and a later (1899) OS maps indicating the presence of a private gasworks used to light the candle works. The gas used may have been oil gas.",English Description
710259,710259,"The bone manure works were established by Proctor and Ryland in 1856, moving their business from Birmingham. These were later taken over c.1894 by Edward Webb and Sons, seed merchants of Stourbridge, who expanded the works to such an extent that by 1910 it had become Saltney's second largest business. A gasometer was marked on 1869 to 1899 OS map indicating a private gasworks.",English Description
710260,710260,"The St. David's Works belonged to the Flintshire Oil and Cannel Co. The company collapsed in 1884, with the decline of the cannel industry, cannel was a form of oil rich coal. The works were absorbed into the Dee Oil company afterwards. The works later used imported American oil. A Gasometer marked on 1869 to 1954 OS maps indicating a private gasworks to light the oil works. The gas used may have been oil or oil derived.",English Description
710261,710261,"The Port Tennant Copper Works were established in the 1850’s by Mr Charles Lambert who had copper mining and smelting interests in Chile and wished to produce the same in the UK. A gasometer was marked on the 1879 and 1899 OS maps at the Eastern end of the works, indicating a private gasworks to light the copper works.",English Description
710262,710262,Neath Abbey Iron Works are recorded as building a gasworks for the Swansea Iron Shipbuilding Company. This company was formed in 1846 and was located around Bath Street in Swansea. No gasometer on maps. DH - more likely location just to the north. Weighing Machine still present on maps and adjacent to waterway,English Description
710263,710263,"Tinplate works in Cwmdu.  The Swansea Tin-plate Works were owned by Sir John Jones Jenkins who had bought a share in the works from Messrs. Boundy and Voss in 1868. A gasometer marked on the 1879 OS map and visible on the 1899 OS map, this is indicative of a private gasworks which would have supplied the work with gas light.",English Description
710264,710264,The Landore Tinplate works opened in 1851 and closed in 1897. A gasometer was marked on the 1879 OS map and visible on the 1899 OS map and as a tank on the 1919 OS map.  Th gasometer is indicative of a private gasworks which would have supplied the work with gas light.,English Description
710265,710265,"George Bower claimed to build a gasworks for the Partridge & Jones, Colliery at Varteg. There was an iron works and more than one colliery (Varteg Hill, Lower Varteg). No evidence of a gasworks on the maps.",English Description
710266,710266,"The Roath Dock was an expansion of the Cardiff dock added in 1887. The Cardiff dock exported a lot of coal from the Cynon, Rhondda, and Rhymney valleys. A gasometer was marked on the 1901 OS map. The purpose of the gasometer is not clear, but it was likely either a private gasworks or for gas storage from a public supply. The gas was likely used for lighting the docks.",English Description
710267,710267,"Originally known as Llan y llan, the house was built in 1856 for Henry Crawshay, the ironmaster of Cinderford in the Forest of Dean. Crayshaw died in 1879. The house later became the Langland Castle Hotel, it was enlarged by John Norton of London in a similar style. The South Wales Daily Post of the 31st October 1896 referred to the installation of an oil gas plant at the Langland Bay Hotel by the Incandescent Company in 1895.  Later the hotel was owned by Evan Walters of Llandrindod Wells, but in 1922 it became a convalescent home. A gasometer was marked on the 1898 OS map, above the beach, indicating a private gasworks to the hotel. It was not marked on later maps.",English Description
710268,710268,"Cwmfelin Tinplate Works was founded in 1858 by David Davies & Son. Cwmfelin Steel and Tinplate Works operated from 1885 to 1896 as the Cwmfelin Tin Plate Co. after that date the Swansea Tin Plate Co took over the works. It later passed to Richard Thomas, then Richard Thomas and Baldwin's, then Iron & Steel Corporation of Great Britain (1951), and then the British Steel Corporation (1967).  BSC took over operations. A gasometer was marked on the 1879 OS map, indicating a private gaswork to light the works.",English Description
710269,710269,"The Swansea Wagon Works was located in Crymlyn Burrows, near the Kings Dock. The company was put up for sale in 1908 and had come under the control of the Hurst, Nelson and Co. by 1911. A gasworks was marked on the   1882 and 1884 OS maps, indicating a private gas plant to light the works. Not labelled as Gas Works after 1884. The site had become a Tar Distillery by 1948. Intervening use unclear.",English Description
710270,710270,"The Aberavon Gas & Coke Consumers Co. Ltd. was formed in 1857. “ABERAVON GAS WORKS. These works are progressing rapidly the number of shares taken exceed the most sanguine expectations of its promoters. In the share list the name of H. H. Vivian, Esq., M.P., appears for £ 100, or twenty shares, solely on account of encouraging improvements in the town of Aberavon. May such a noble example be copied by others.”( The Cardiff and Merthyr Guardian, 26th September 1857) and town first lit with gas “We are glad to find that there is a prospect of Aberavon being this winter lighted with gas' The new works are progressing so favourably as to lead to the expectation that the first week in December (1857) will find them in operation”(The Cardiff and Merthyr Guardian 5th December 1857). In 1866 the Aberavon Local Board's Act authorised the purchase of the Gas Company and the construction of a new works, the company being acquired by the Aberavon Local Board in 1869. There were new Provisional Orders in 1876, 1880, 1884 and 1902. In 1899 the Tinplate works of Messrs Vivian and Sons was to be lit with incandescent gas lamps. The old gasworks would not have closed down until 1907 when the new gasworks was built. The original gasworks were adjacent the site of the Fire Station. The gasworks were visible on the 1881 to 1914 OS maps.",English Description
710271,710271,"The original steel works at Port Talbot were built on a 12-acre site situated between the docks and railway, between the years of 1901 and 1905. The Port Talbot Iron and Steel Company Ltd was established in 1901 and was making steel in 1902, it struggled and closed in 1903. The work reopened when Baldwins formed a joint venture with the Gloucester Railway Carriage and Wagon Company called the Port Talbot Steel Work, who reopened the works in 1906. The British (Guest, Keen and Baldwins) Iron & Steel Co. Ltd was formed in 1930 from an amalgamation of the heavy iron and steel businesses of GKN and Baldwins, this included the Port Talbot Steel works. In 1930 the British (Guest Keen, Baldwins) Iron and Steel Co was formed.  Between 1933 and 1934, the British (Guest, Keen and Baldwins) Iron & Steel Co. Ltd. constructed a Klönne waterless gasholder (276644, 189479) at Port Talbot to store and use blast furnace and coke oven gas. The Steel Company of Wales was formed in 1947.  They then came under the ownership of the ‘Iron and Steel Corporation of Great Britain’. These works closed in 1961 and were demolished in 1963. The offices of the original company survive.",English Description
710272,710272,A gasholder was marked on the 1980 to 1993 OS maps. This would have been a gasholder station built to reinforce the gas supply to Porthcawl area.,English Description
710273,710273,"Angleton was established as the Glamorgan County Asylum in 1864, Angelton along with Parc Gwyllt became the Glamorgan County mental Hospital after 1889, it is today known as Glanrhyd Hospital. Like many other isolated hospitals, it had its own gasworks to ensure the hospital was safe and well lit. A Gasworks with two gasometers was visible on the 1877 to 1938 OS maps.",English Description
710274,710274,"It was reported in the Glamorgan Gazette of the 6th of March 1908 that “Pontycymmer Gas Works have existed for many years”. ""The Garw and Ogmore Gas Company invite tenders for the Purchase of the disused gas works plant at Pontycymmer. The plant for disposal can be inspected on application to the undersigned. S. Murray, Engineer & Manager, Gas Offices, Pontycymmer, January 7th 1914"".  The gasworks were marked on the 1875 to 1965 OS maps.",English Description
710275,710275,"The Penllwyngwent Colliery was opened by the Cory Brothers in 1906, it came under the control of Powell Duffryn in 1942 and was nationalised in 1947, eventually closing in February 1969. The gasometer marked on the 1914 and 1921 OS maps was associated with an experimental extraction plant (referred to as the Aber Gas Power Station) opened by Cory Brothers Ltd. in 1914 during the First World War, where they attempted to extract petrol (benzole) from coal. A photograph is available online at (https://www.peoplescollection.wales/items/1134696)",English Description
710276,710276,"The Llwydarth Tinplate works was opened in 1868 and closed in 1900. They were owned by David Grey, who had interests in various tinplate works in the area. A gasworks was marked on the 1876 to 1899 OS maps, indicating a private gasworks which would have supplied gas to light the works.",English Description
710277,710277,"The Morfa Colliery was opened in 1849, by Vivian and Sons. The mine closed in 1913. A gasometer was marked on the   1899 and 1921 OS maps, indicating a private gasworks to light the colliery buildings.",English Description
710278,710278,"A gasometer is marked on the 1897 to 1938 OS maps. The exact purpose of the gasometer is unclear. The site may have been a small gasworks supply Cymmer and its canal and rail infrastructure, or it could have been a gasholder station, supplied from the nearest gasworks along the valley at Cwmavon.  The gasworks were visible on the 1897 to 1938 OS maps.",English Description
710279,710279,"A gasometer was marked on the 1875 to 1899 OS maps. The gasometer would have been associated with a small private gasworks, but the purpose is unclear, they may have provided gas supply to light Blaen-ycwm.",English Description
710280,710280,May have been additional gasholder for Pontardawe Gasworks 135m away (id 144). Land parcel does not appear to be linked to adjacent iron foundry,English Description
710281,710281,"The Landore Siemens Steel Co was formed to apply the regenerative furnace developed by William Siemens. The works closed in 1883 after the death of William Siemens. A gasometer was marked on the 1879 OS map, indicating a private gasworks, to light the works.",English Description
710282,710282,The tinplate works was present on the 1878 OS map and had closed by 1901. A gasometer was visible on the 1878 to 1948 OS maps.,English Description
710283,710283,"A Special Act of 1854 enabled the formation of a gas undertaking, which occurred in 1857, the operators appear to be The Milford Improvement Commissioners, who were requesting tenders for the supply of coal to the Milford gasworks. In 1874 John Thomas was the lessee of the gasworks. In 1883 The Milford Improvement Commissioners Gas Dept., had authorised loans of £2,500, and in 1881 had made 14 cp gas from 440 tons of coal. (The Cardiff Times 20th January 1883). There were Special Acts in 1869, 1887 and 1888. In 1886 the Milford Improvement Commissioners were requesting tenders for the supply of coal to the Old Milford gasworks, suggesting a new gasworks had been built. The first gasworks in Milford Haven were located to the west of the Docks. The gasworks were present between 1862 and 1878.",English Description
710284,710284,"Railways operated gasworks for two purposes, the first was to light stations, junctions, sidings, signals, and workshops. The second was to make oil gas which could be compressed and used to light carriages. The 1889 OS map shows a building within the carriage shed complex labelled as a gasworks. The gasworks was likely used to light the sidings and sheds.",English Description
710285,710285,"The George Hotel was built about 1776, above the site of the Porthaethwy Ferry, It was bought by the Normal College authorities and is now part of Bangor University. The 1889 OS map showed a Gasometer marked northeast of the hotel, indicating a private gasworks to light the hotel.  The North Wales Chronicle and Advertiser for the Principality Oct 1855 reported that “Mr George Walcott, Gas Engineer, has completed gasworks for Pwllheli; for Castletown, Isle of Man; For George Hotel, Bangor and was constructing gasworks for Holyhead and Lord Castlemaine at Moydrum Castle. This suggests it was built c1854.",English Description
710286,710286,"The house was original built in 1790 and known Gorphwysfa. It was owned in early 19th C by the Bicknell family who ran local Hotels. It was bought in 1846 by the Chester to Holyhead Railway Company to be a proposed hotel, but the project was abandoned. The property was later owned by the Vyvian Family of the Port Dinorwic Quarries, who probably added the gasworks to light the house. A gasometer was marked on the 1889 OS map, indicating a gasworks to the House. The House is now known as Y Glyn.",English Description
710287,710287,"The new gasworks were reported by “The Cambrian News and Merionethshire Standard” to have opened in 1890 in the following article “GAS WORKS.—Last Monday gas was supplied to the town for the first time from the new gas works which have been erected by Mr Dennis, Ruabon, the proprietor, on a site near Wayne's crossing, and the making of gas at the old works, which could not help occasioning a nuisance, has been discontinued. In all probability dwelling houses will be erected on the old site. Mr J. Davies is the manager of the new works. The gas holder is capable of carrying 32,000 feet of gas as against 6,000 in the superseded holder, and very little smoke is now caused by the manufacture of gas, the most approved appliances being used. The works being near the railway, coal and lime are brought up to the doors. The purifiers were cast at the Eagle Foundry, Aberystwyth.”. In 1895 Jn. Davies was Manager, Registered Office (Geo. C. Woodford) was at Ruabon. (Kelly). 13th February 1902, a further 70sq.yds was purchased from the Cambrian Railway for £15. By 1912 there was a siding into the gasworks and the Company was being managed by Robert Woodford of Ruabon. The gasworks manager was a Mr Kershaw in 1915. In 1949 annual gas production 22m cu.ft.. Vested in the Wales Gas Board from the Barmouth Gas Company Ltd. In 1952 the “Gas World Year Book”, showed that Barmouth was manufacturing 19m cu.ft. of gas using horizontal retort plant. In 1959 a supply was given to Dolgellau, whose gasworks ceased production. In 1963 the Mid-Wales Grid reached Dolgellau and the existing connection allowed production at Barmouth to be discontinued. In November 1964 there were two holders, capacity 28,000 cu.ft. and 32,000 cu.ft. respectively.  The gasworks were visible on the 1900 to 1995 OS maps.",English Description
